# radius        density         temperature       velocity          h          he          c           n           o           ne           mg           si          s          ar          ca          ti          cr           fe           ni          fe52
     4.515625e+10       2.047037e+00       3.917372e+07       8.571069e+07       9.378249e-14       2.640922e-02       1.022426e-05       0.000000e+00       1.105126e-08       2.669387e-08       5.792967e-08       1.877303e-06       2.837495e-06       7.001343e-06       3.675492e-05       7.482794e-05       7.539407e-05       3.957528e-02       1.362560e-04       9.336702e-01
     4.546875e+10       2.047582e+00       3.921957e+07       8.624897e+07       9.399012e-14       2.643353e-02       1.023288e-05       0.000000e+00       1.106105e-08       2.671517e-08       5.798308e-08       1.879016e-06       2.840213e-06       7.008294e-06       3.678508e-05       7.486898e-05       7.544203e-05       3.951052e-02       1.363591e-04       9.337104e-01
     4.578125e+10       2.048087e+00       3.925859e+07       8.679044e+07       9.420360e-14       2.645815e-02       1.024153e-05       0.000000e+00       1.107088e-08       2.673648e-08       5.803671e-08       1.880722e-06       2.842931e-06       7.015342e-06       3.681430e-05       7.490925e-05       7.549158e-05       3.944515e-02       1.364682e-04       9.337509e-01
     4.609375e+10       2.048244e+00       3.929796e+07       8.732165e+07       9.442449e-14       2.648312e-02       1.025019e-05       0.000000e+00       1.108071e-08       2.675766e-08       5.809040e-08       1.882414e-06       2.845638e-06       7.022490e-06       3.684266e-05       7.494894e-05       7.554333e-05       3.937891e-02       1.365850e-04       9.337920e-01
     4.632812e+10       2.048117e+00       3.932403e+07       8.772384e+07       9.459330e-14       2.650197e-02       1.025668e-05       0.000000e+00       1.108806e-08       2.677343e-08       5.813059e-08       1.883670e-06       2.847655e-06       7.027883e-06       3.686329e-05       7.497824e-05       7.558315e-05       3.932884e-02       1.366762e-04       9.338230e-01
     4.648438e+10       2.047777e+00       3.933790e+07       8.800371e+07       9.470823e-14       2.651465e-02       1.026101e-05       0.000000e+00       1.109296e-08       2.678386e-08       5.815735e-08       1.884498e-06       2.848992e-06       7.031501e-06       3.687652e-05       7.499743e-05       7.561051e-05       3.929508e-02       1.367395e-04       9.338439e-01
     4.664062e+10       2.047079e+00       3.935190e+07       8.828908e+07       9.482504e-14       2.652738e-02       1.026531e-05       0.000000e+00       1.109783e-08       2.679417e-08       5.818396e-08       1.885315e-06       2.850317e-06       7.035126e-06       3.688930e-05       7.501634e-05       7.563861e-05       3.926099e-02       1.368051e-04       9.338651e-01
     4.679688e+10       2.046243e+00       3.936821e+07       8.856334e+07       9.494345e-14       2.654016e-02       1.026959e-05       0.000000e+00       1.110267e-08       2.680432e-08       5.821034e-08       1.886119e-06       2.851625e-06       7.038750e-06       3.690163e-05       7.503500e-05       7.566738e-05       3.922660e-02       1.368725e-04       9.338866e-01
     4.695312e+10       2.048613e+00       3.940793e+07       8.873507e+07       9.506343e-14       2.655299e-02       1.027384e-05       0.000000e+00       1.110746e-08       2.681428e-08       5.823649e-08       1.886909e-06       2.852917e-06       7.042369e-06       3.691356e-05       7.505349e-05       7.569683e-05       3.919186e-02       1.369419e-04       9.339084e-01
     4.707031e+10       2.052495e+00       3.945513e+07       8.873507e+07       9.515409e-14       2.656263e-02       1.027701e-05       0.000000e+00       1.111104e-08       2.682168e-08       5.825599e-08       1.887496e-06       2.853877e-06       7.045081e-06       3.692235e-05       7.506729e-05       7.571923e-05       3.916564e-02       1.369947e-04       9.339249e-01
     4.714844e+10       2.061715e+00       3.953559e+07       8.873507e+07       9.521516e-14       2.656908e-02       1.027912e-05       0.000000e+00       1.111343e-08       2.682658e-08       5.826896e-08       1.887885e-06       2.854515e-06       7.046891e-06       3.692813e-05       7.507647e-05       7.573442e-05       3.914800e-02       1.370306e-04       9.339360e-01
     4.722656e+10       2.091013e+00       3.976236e+07       8.873507e+07       9.527716e-14       2.657561e-02       1.028124e-05       0.000000e+00       1.111582e-08       2.683148e-08       5.828199e-08       1.888274e-06       2.855155e-06       7.048715e-06       3.693388e-05       7.508572e-05       7.574994e-05       3.913009e-02       1.370673e-04       9.339473e-01
     4.730469e+10       2.168185e+00       4.031882e+07       8.873507e+07       9.534117e-14       2.658231e-02       1.028342e-05       0.000000e+00       1.111827e-08       2.683648e-08       5.829530e-08       1.888672e-06       2.855808e-06       7.050584e-06       3.693972e-05       7.509518e-05       7.576606e-05       3.911162e-02       1.371055e-04       9.339590e-01
     4.738281e+10       2.302461e+00       4.122260e+07       8.873507e+07       9.540891e-14       2.658936e-02       1.028569e-05       0.000000e+00       1.112084e-08       2.684168e-08       5.830923e-08       1.889086e-06       2.856490e-06       7.052545e-06       3.694578e-05       7.510511e-05       7.578323e-05       3.909207e-02       1.371462e-04       9.339714e-01
     4.746094e+10       2.434186e+00       4.216027e+07       8.873507e+07       9.548097e-14       2.659682e-02       1.028808e-05       0.000000e+00       1.112353e-08       2.684711e-08       5.832385e-08       1.889519e-06       2.857205e-06       7.054613e-06       3.695205e-05       7.511555e-05       7.580163e-05       3.907128e-02       1.371898e-04       9.339847e-01
     4.753906e+10       2.513286e+00       4.247436e+07       8.873507e+07       9.555665e-14       2.660462e-02       1.029056e-05       0.000000e+00       1.112633e-08       2.685270e-08       5.833898e-08       1.889965e-06       2.857943e-06       7.056762e-06       3.695847e-05       7.512641e-05       7.582111e-05       3.904943e-02       1.372360e-04       9.339986e-01
     4.761719e+10       2.517200e+00       4.267401e+07       8.873507e+07       9.563368e-14       2.661251e-02       1.029305e-05       0.000000e+00       1.112913e-08       2.685826e-08       5.835415e-08       1.890411e-06       2.858682e-06       7.058928e-06       3.696481e-05       7.513735e-05       7.584110e-05       3.902717e-02       1.372835e-04       9.340129e-01
     4.769531e+10       2.510999e+00       4.267282e+07       8.873507e+07       9.571118e-14       2.662040e-02       1.029553e-05       0.000000e+00       1.113191e-08       2.686374e-08       5.836917e-08       1.890850e-06       2.859412e-06       7.061083e-06       3.697101e-05       7.514825e-05       7.586138e-05       3.900475e-02       1.373316e-04       9.340273e-01
     4.777344e+10       2.500252e+00       4.264744e+07       8.873507e+07       9.578884e-14       2.662826e-02       1.029797e-05       0.000000e+00       1.113467e-08       2.686911e-08       5.838401e-08       1.891283e-06       2.860132e-06       7.063220e-06       3.697707e-05       7.515909e-05       7.588188e-05       3.898225e-02       1.373801e-04       9.340419e-01
     4.785156e+10       2.488612e+00       4.258358e+07       8.873507e+07       9.586652e-14       2.663609e-02       1.030039e-05       0.000000e+00       1.113739e-08       2.687438e-08       5.839865e-08       1.891708e-06       2.860842e-06       7.065337e-06       3.698300e-05       7.516987e-05       7.590255e-05       3.895969e-02       1.374291e-04       9.340565e-01
     4.792969e+10       2.477615e+00       4.249430e+07       8.873507e+07       9.594415e-14       2.664387e-02       1.030278e-05       0.000000e+00       1.114008e-08       2.687954e-08       5.841309e-08       1.892127e-06       2.861541e-06       7.067433e-06       3.698878e-05       7.518057e-05       7.592339e-05       3.893710e-02       1.374784e-04       9.340712e-01
     4.800781e+10       2.467681e+00       4.241807e+07       8.873507e+07       9.602172e-14       2.665161e-02       1.030514e-05       0.000000e+00       1.114273e-08       2.688460e-08       5.842731e-08       1.892537e-06       2.862228e-06       7.069505e-06       3.699443e-05       7.519119e-05       7.594442e-05       3.891447e-02       1.375281e-04       9.340860e-01
     4.808594e+10       2.459432e+00       4.235538e+07       8.873507e+07       9.609927e-14       2.665931e-02       1.030747e-05       0.000000e+00       1.114535e-08       2.688956e-08       5.844135e-08       1.892942e-06       2.862905e-06       7.071558e-06       3.699995e-05       7.520176e-05       7.596563e-05       3.889178e-02       1.375781e-04       9.341009e-01
     4.820312e+10       2.446805e+00       4.232788e+07       8.873507e+07       9.621563e-14       2.667077e-02       1.031091e-05       0.000000e+00       1.114921e-08       2.689675e-08       5.846195e-08       1.893532e-06       2.863898e-06       7.074589e-06       3.700792e-05       7.521752e-05       7.599799e-05       3.885752e-02       1.376542e-04       9.341236e-01
     4.835938e+10       2.430810e+00       4.227245e+07       8.873507e+07       9.637076e-14       2.668590e-02       1.031538e-05       0.000000e+00       1.115423e-08       2.690592e-08       5.848860e-08       1.894292e-06       2.865180e-06       7.078544e-06       3.701808e-05       7.523842e-05       7.604204e-05       3.881147e-02       1.377574e-04       9.341543e-01
     4.851562e+10       2.414801e+00       4.217451e+07       8.873507e+07       9.652578e-14       2.670085e-02       1.031971e-05       0.000000e+00       1.115910e-08       2.691457e-08       5.851423e-08       1.895019e-06       2.866413e-06       7.082391e-06       3.702769e-05       7.525924e-05       7.608712e-05       3.876501e-02       1.378622e-04       9.341856e-01
     4.867188e+10       2.395100e+00       4.204528e+07       8.873507e+07       9.668018e-14       2.671557e-02       1.032389e-05       0.000000e+00       1.116379e-08       2.692266e-08       5.853874e-08       1.895710e-06       2.867592e-06       7.086113e-06       3.703674e-05       7.527998e-05       7.613307e-05       3.871829e-02       1.379685e-04       9.342175e-01
     4.882812e+10       2.370747e+00       4.191735e+07       8.873507e+07       9.683331e-14       2.673002e-02       1.032791e-05       0.000000e+00       1.116831e-08       2.693019e-08       5.856205e-08       1.896366e-06       2.868714e-06       7.089699e-06       3.704526e-05       7.530062e-05       7.617970e-05       3.867147e-02       1.380755e-04       9.342496e-01
     4.898438e+10       2.347570e+00       4.178179e+07       8.873507e+07       9.698537e-14       2.674423e-02       1.033179e-05       0.000000e+00       1.117267e-08       2.693726e-08       5.858438e-08       1.896993e-06       2.869791e-06       7.093171e-06       3.705337e-05       7.532121e-05       7.622690e-05       3.862457e-02       1.381832e-04       9.342821e-01
     4.921875e+10       2.316830e+00       4.161245e+07       8.873507e+07       9.721084e-14       2.676504e-02       1.033731e-05       0.000000e+00       1.117887e-08       2.694682e-08       5.861563e-08       1.897868e-06       2.871305e-06       7.098121e-06       3.706468e-05       7.535212e-05       7.629920e-05       3.855395e-02       1.383464e-04       9.343317e-01
     4.953125e+10       2.275626e+00       4.143828e+07       8.873507e+07       9.750571e-14       2.679195e-02       1.034424e-05       0.000000e+00       1.118665e-08       2.695823e-08       5.865418e-08       1.898947e-06       2.873185e-06       7.104346e-06       3.707872e-05       7.539342e-05       7.639743e-05       3.845974e-02       1.385650e-04       9.343986e-01
     4.984375e+10       2.233153e+00       4.108857e+07       8.873507e+07       9.779492e-14       2.681804e-02       1.035072e-05       0.000000e+00       1.119394e-08       2.696823e-08       5.868946e-08       1.899937e-06       2.874921e-06       7.110181e-06       3.709178e-05       7.543514e-05       7.649808e-05       3.836516e-02       1.387853e-04       9.344666e-01
     5.015625e+10       2.161388e+00       4.096718e+07       8.873507e+07       9.807420e-14       2.684294e-02       1.035663e-05       0.000000e+00       1.120060e-08       2.697659e-08       5.872062e-08       1.900816e-06       2.876479e-06       7.115504e-06       3.710376e-05       7.547708e-05       7.659997e-05       3.827150e-02       1.390043e-04       9.345350e-01
     5.046875e+10       2.072527e+00       4.044889e+07       9.243413e+07       9.834214e-14       2.686656e-02       1.036197e-05       0.000000e+00       1.120661e-08       2.698341e-08       5.874778e-08       1.901590e-06       2.877863e-06       7.120317e-06       3.711472e-05       7.551882e-05       7.670198e-05       3.817965e-02       1.392197e-04       9.346029e-01
     5.093750e+10       1.967965e+00       3.980219e+07       9.769648e+07       9.871630e-14       2.689918e-02       1.036883e-05       0.000000e+00       1.121439e-08       2.699094e-08       5.878083e-08       1.902553e-06       2.879605e-06       7.126512e-06       3.712955e-05       7.558138e-05       7.685225e-05       3.804790e-02       1.395284e-04       9.347015e-01
     5.156250e+10       1.889231e+00       3.919428e+07       1.023077e+08       9.918582e-14       2.693991e-02       1.037697e-05       0.000000e+00       1.122362e-08       2.699890e-08       5.881813e-08       1.903670e-06       2.881641e-06       7.133829e-06       3.714836e-05       7.566667e-05       7.705124e-05       3.787895e-02       1.399219e-04       9.348290e-01
     5.218750e+10       1.868147e+00       3.902466e+07       1.043204e+08       9.964129e-14       2.697931e-02       1.038441e-05       0.000000e+00       1.123210e-08       2.700550e-08       5.885059e-08       1.904680e-06       2.883485e-06       7.140494e-06       3.716724e-05       7.575712e-05       7.725419e-05       3.771201e-02       1.403057e-04       9.349558e-01
     5.281250e+10       1.867406e+00       3.902720e+07       1.053904e+08       1.000910e-13       2.701804e-02       1.039131e-05       0.000000e+00       1.124000e-08       2.701110e-08       5.887888e-08       1.905607e-06       2.885174e-06       7.146600e-06       3.718673e-05       7.585580e-05       7.746413e-05       3.754545e-02       1.406812e-04       9.350829e-01
